muni,pov_rank,pop_rank,_population,value,measure,variable,model_t,dtype,level,min,gap
1111030,21,44,1,-.014101174,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111031,48,45,1,.094998069,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111032,41,43,1,.03404323,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111033,30,47,1,.031999778,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111034,26,10,1,.05992417,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111035,24,40,1,-.01515733,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111036,22,2,1,-.050615992,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111037,41,48,1,.055336963,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111038,13,17,1,-.13908751,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111039,27,29,1,-.013149226,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111040,20,25,1,.073709294,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111041,36,40,1,.01579928,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111042,30,42,1,-.0031749969,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111043,31,28,1,.14096394,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111044,39,41,1,.024614649,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1111046,20,33,1,-.073781863,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121001,35,50,1,-.023528637,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121002,5,13,1,-.017008573,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121003,7,24,1,-.056668963,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121004,4,12,1,-.065788612,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121005,8,11,1,-.13801843,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121006,15,5,1,-.018211506,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121007,26,23,1,-.00031383155,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121008,7,5,1,-.098417357,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121010,1,35,1,-.066374563,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121011,21,38,1,.04205158,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121012,7,33,1,-.062006343,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121013,12,34,1,.049610328,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121014,32,22,1,.079281323,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121015,27,18,1,.0032196499,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121016,8,19,1,.0043343613,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121017,25,16,1,.05540387,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121018,14,33,1,-.026094535,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121019,3,25,1,-.042041969,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121020,6,23,1,.069581278,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121021,21,49,1,-.0083643049,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121022,13,18,1,-.0033954007,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121023,17,48,1,.057559106,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121024,7,4,1,.013255064,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121025,4,35,1,-.033634573,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121027,13,12,1,-.026502566,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121028,10,43,1,.021727184,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121029,35,49,1,-.030309219,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121030,15,46,1,.01650879,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121032,6,11,1,-.02925588,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121033,12,18,1,-.06925825,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121034,16,26,1,-.033210862,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121035,34,47,1,-.023534715,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121036,12,21,1,.05779168,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121037,5,2,1,-.19071239,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121038,41,45,1,-.0042557623,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121039,19,23,1,-.03581411,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121040,9,22,1,.0027211625,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121041,3,30,1,-.02862954,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121042,8,27,1,.054694604,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121044,19,15,1,-.021124529,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121045,7,21,1,-.078041255,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121046,16,45,1,.029049812,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121048,29,32,1,.0038456793,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121049,18,20,1,.021140443,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121050,27,33,1,-.021639796,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121051,11,19,1,.046009235,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121052,5,24,1,-.020867435,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121053,12,49,1,-.028204385,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121054,6,22,1,-.028218104,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121055,26,42,1,-.044072133,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121056,5,20,1,-.061638363,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121057,35,49,1,.097279146,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121058,13,31,1,-.018559942,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121059,14,30,1,-.014581331,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121060,6,15,1,-.084255986,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121061,22,38,1,-.0046012113,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121062,6,31,1,.00049941964,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121064,17,8,1,-.028625274,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121065,5,3,1,-.105068,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121066,15,43,1,-.016373783,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121067,18,26,1,-.010758891,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121068,30,24,1,.063011467,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121069,4,14,1,.021693096,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121070,6,3,1,-.17489113,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121071,2,48,1,-.093908161,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121072,4,4,1,.021738859,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121073,15,13,1,.0030484835,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121074,2,18,1,-.052065991,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121075,25,40,1,.011755045,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121076,1,34,1,-.060540929,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121077,19,39,1,.055330813,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121079,3,17,1,.028165506,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121080,10,11,1,-.0039497381,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1121081,6,7,1,.038997497,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131001,28,32,1,.049773037,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131002,14,41,1,.097519308,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131003,30,40,1,.0070890035,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131004,21,10,1,.025060229,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131005,36,24,1,.033768278,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131006,13,25,1,-.12346369,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131007,23,19,1,-.01533265,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131008,33,36,1,-.0084171947,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131009,38,31,1,.09793552,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131010,46,33,1,.023596724,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131011,5,23,1,-.078719698,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131012,22,31,1,-.039427444,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131013,44,35,1,.037122618,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131014,5,13,1,-.082533427,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131015,16,18,1,-.07316871,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131016,26,38,1,-.02717123,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131017,14,17,1,-.068465389,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131018,9,19,1,-.12088415,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131019,19,25,1,.0072669839,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131021,37,22,1,.028172283,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131022,35,20,1,-.00092733442,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131023,30,34,1,-.038786937,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131024,27,22,1,.010257315,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131025,6,20,1,.0076042558,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131026,3,12,1,-.039317738,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131027,6,22,1,-.017050365,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131028,11,45,1,-.03409886,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131029,31,35,1,.02397134,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131030,19,43,1,-.073434971,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131031,19,13,1,-.043078195,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131032,7,20,1,-.04752193,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131034,10,10,1,.0043927585,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131035,25,21,1,.013183898,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131036,19,12,1,-.031303935,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131037,13,19,1,.0039067543,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131038,31,16,1,.066428423,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131039,46,25,1,.057228997,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131040,8,5,1,-.035844434,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131041,32,38,1,-.005078848,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131042,21,13,1,.00036113933,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131044,23,21,1,-.0012157018,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131045,26,18,1,.026052084,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131046,5,32,1,-.068916067,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131048,45,47,1,-.0084279934,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131049,5,10,1,-.10652816,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131050,36,30,1,-.0018221362,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131051,49,40,1,.013342023,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131052,45,37,1,.072957508,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131053,12,17,1,.041705076,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131054,23,37,1,.0039529926,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131055,21,27,1,-.022926059,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131056,37,34,1,-.017043008,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131057,27,23,1,.026477503,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131058,14,16,1,-.087904833,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131059,15,37,1,-.059530336,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131060,7,22,1,-.1243201,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131061,42,39,1,-.0059102559,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131062,6,22,1,.00059084367,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131063,44,43,1,.034828573,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131064,31,13,1,-.0018031505,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131065,36,20,1,.03842672,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131066,43,24,1,.070492476,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131067,29,42,1,.043904621,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131068,8,13,1,.047367811,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131069,43,41,1,-.022314621,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131070,39,33,1,.049273666,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131072,39,19,1,-.020552019,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131073,6,32,1,-.03836726,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131074,39,36,1,.060764648,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131075,42,29,1,.0065854248,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131076,42,40,1,-.0054236152,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131077,38,48,1,-.013760707,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131078,2,39,1,-.043656927,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131079,8,5,1,-.11242604,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131080,2,18,1,-.083743729,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131081,31,35,1,-.030496879,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131082,41,29,1,.046182346,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131083,41,37,1,.0061493032,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1131084,26,32,1,-.0099366549,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141001,46,31,1,.067891419,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141002,46,26,1,.0125929,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141003,47,29,1,.041451618,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141004,36,8,1,.050929978,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141005,36,24,1,-.022356829,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141006,41,37,1,.0027198351,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141007,34,15,1,.011686696,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141008,47,41,1,.013294413,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141009,45,29,1,.024511829,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141010,34,13,1,.10017516,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141011,25,3,1,.037728999,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141012,40,6,1,.041057151,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141013,43,35,1,.017854275,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141014,32,12,1,.075878032,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141015,47,39,1,.026522694,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141016,34,35,1,.052879896,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141017,28,17,1,-.011902095,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141018,39,39,1,.037637133,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141019,30,2,1,.11662439,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141020,37,16,1,.10300548,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141021,41,26,1,.038085446,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141022,42,34,1,.052563462,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141023,47,41,1,.0084137358,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141024,39,30,1,.038691007,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141025,32,24,1,-.090117663,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141026,46,9,1,.061384141,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141027,22,12,1,.079421915,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141029,23,19,1,-.086555772,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141030,45,40,1,.019704366,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141032,25,8,1,.025394205,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141033,35,24,1,.0056463918,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141035,41,40,1,.068065159,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141036,36,27,1,.017848969,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141037,44,25,1,.0076990542,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141038,38,3,1,.060377106,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141039,49,50,1,.029455746,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141040,14,7,1,-.16750826,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141041,20,2,1,-.13680601,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141042,23,11,1,-.024153365,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141043,40,26,1,.05307335,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141044,46,38,1,.029305473,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141045,32,23,1,-.014382712,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141046,43,38,1,.062535644,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141047,39,35,1,.013610891,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141048,36,19,1,-.019485449,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141049,37,7,1,.063540153,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141050,47,41,1,.095117435,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141051,46,34,1,.020525152,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141052,30,7,1,-.012575876,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141053,40,45,1,.012933721,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141054,38,4,1,-.0016058844,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141055,36,28,1,.027385863,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141057,38,6,1,-.01726263,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141058,45,21,1,.051570494,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141059,37,21,1,.031296838,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141060,23,2,1,-.098616727,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141061,12,19,1,.0080508282,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141063,45,45,1,.0093561755,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141064,30,35,1,.032676585,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141065,35,13,1,.053173177,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141066,27,43,1,-.029273087,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141067,49,48,1,.015303605,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141068,36,12,1,.15006322,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141069,22,6,1,-.017129375,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141070,46,46,1,.030834129,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141072,41,13,1,.10246613,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141073,43,42,1,.028978435,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141074,45,27,1,-.0024762733,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141075,31,3,1,-.049518008,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141076,39,2,1,.078613043,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141077,34,29,1,.031750407,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141078,44,36,1,.043387786,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141079,41,26,1,.091900095,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141080,23,1,1,-.0099896984,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
1141082,46,38,1,.052846111,Bias,bias_gb_census,XGboost,Census agg.,Municipality,,
